namespace	ec_number
enz56811	2.4.2.14	ec_class
enz56812	2.4.2.15	ec_class
enz56813	2.4.2.21	ec_class
enz56814	2.4.2.24	ec_class
enz56815	2.4.2.34	ec_class
enz56816	2.4.2.36	ec_class
enz56817	2.4.2.37	ec_class
enz56818	2.4.2.39	ec_class
enz56819	2.4.3.5	ec_class
enz56820	2.5.1.21	ec_class
enz56821	2.5.1.22	ec_class
enz56822	2.5.1.26	ec_class
enz56823	2.5.1.27	ec_class
enz56824	2.5.1.36	ec_class
enz56825	2.5.1.38	ec_class
enz56829	2.5.1.61	ec_class
enz56832	2.5.1.75	ec_class
enz56835	2.7.10.1	ec_class
enz56844	2.7.11.22	ec_class
enz56845	2.7.11.1	ec_class
enz56847	2.7.11.20	ec_class
enz56848	2.7.11.8	ec_class
enz56849	2.7.11.9	ec_class
enz56850	2.7.11.26	ec_class
enz56851	2.7.11.24	ec_class
enz56853	2.7.10.2	ec_class
enz56854	2.7.11.19	ec_class
enz56855	2.7.1.91	ec_class
enz56856	2.7.7.61	ec_class
enz56857	2.7.9.4	ec_class
enz56884	4.2.3.17	ec_class
enz56885	4.2.3.19	ec_class
enz56890	5.1.1.17	ec_class
enz56891	5.1.3.21	ec_class
enz56893	5.4.4.2	ec_class
enz56895	5.5.1.13	ec_class
enz56896	6.1.1.24	ec_class
enz56899	6.3.5.7	ec_class
enz60493	2.7.12.1	ec_class
enz62741	1.21.4.3	ec_class
enz62742	1.1.1.6	ec_class
enz62743	1.1.3.8	ec_class
enz62744	1.13.11.50	ec_class
enz62745	1.14.13.81	ec_class
enz62746	1.14.18.1	ec_class
enz62747	1.17.1.3	ec_class
enz62748	1.2.1.69	ec_class
enz62749	1.21.4.2	ec_class
enz62750	1.1.1.277	ec_class
enz62751	1.21.4.4	ec_class
enz62752	1.3.1.74	ec_class
enz62753	1.3.8.3	ec_class
enz62754	1.4.1.7	ec_class
enz62755	1.6.3.1	ec_class
enz62756	1.8.4.10	ec_class
enz62757	2.3.3.13	ec_class
enz62758	2.5.1.59	ec_class
enz62760	2.6.1.12	ec_class
enz62761	2.6.1.18	ec_class
enz62762	2.7.1.65	ec_class
enz62763	2.7.1.83	ec_class
enz62764	2.7.1.64	ec_class
enz62765	2.6.1.7	ec_class
enz62766	2.6.1.57	ec_class
enz62767	2.6.1.55	ec_class
enz62768	2.6.1.49	ec_class
enz62769	2.6.1.47	ec_class
enz62770	2.6.1.45	ec_class
enz62771	2.6.1.41	ec_class
enz62772	2.6.1.37	ec_class
enz62773	2.6.1.2	ec_class
enz62774	2.6.1.21	ec_class
enz62775	2.4.1.132	ec_class
enz62776	2.4.2.35	ec_class
enz62777	2.4.1.66	ec_class
enz62778	2.4.3.3	ec_class
enz62779	2.4.1.207	ec_class
enz62780	2.7.1.145	ec_class
enz62781	2.5.1.2	ec_class
enz62782	2.5.1.35	ec_class
enz62783	2.5.1.17	ec_class
enz62785	2.4.1.194	ec_class
enz62787	2.4.1.142	ec_class
enz62789	2.3.1.82	ec_class
enz62790	2.4.1.18	ec_class
enz62792	2.7.1.45	ec_class
enz62793	2.6.1.22	ec_class
enz62794	2.6.1.17	ec_class
enz62795	2.7.1.62	ec_class
enz62796	2.7.1.61	ec_class
enz62797	2.6.1.58	ec_class
enz62798	2.6.1.59	ec_class
enz62799	2.7.1.55	ec_class
enz62800	2.7.1.54	ec_class
enz62801	2.7.1.53	ec_class
enz62802	2.7.1.51	ec_class
enz62803	2.7.1.43	ec_class
enz62804	2.7.1.42	ec_class
enz62805	2.6.1.73	ec_class
enz62806	2.6.1.72	ec_class
enz62808	2.6.1.65	ec_class
enz62809	2.6.1.63	ec_class
enz62810	2.5.1.39	ec_class
enz62811	2.6.1.60	ec_class
enz62813	2.6.1.36	ec_class
enz62814	2.6.1.19	ec_class
enz62815	2.7.1.18	ec_class
enz62816	2.7.1.14	ec_class
enz62817	2.7.1.10	ec_class
enz62818	2.6.1.62	ec_class
enz62819	2.6.1.13	ec_class
enz62820	2.6.1.9	ec_class
enz62821	2.1.1.34	ec_class
enz62822	2.4.1.12	ec_class
enz62823	2.4.1.134	ec_class
enz62824	2.4.1.133	ec_class
enz62825	2.4.1.125	ec_class
enz62828	2.1.1.148	ec_class
enz62829	2.3.3.15	ec_class
enz62830	2.8.3.17	ec_class
enz62832	2.4.2.33	ec_class
enz62833	2.8.3.15	ec_class
enz62834	2.5.1.63	ec_class
enz62835	2.6.1.14	ec_class
enz62836	2.4.3.6	ec_class
enz62837	2.4.3.1	ec_class
enz62838	2.3.1.60	ec_class
enz62839	2.4.1.145	ec_class
enz62841	2.5.1.56	ec_class
enz62842	2.5.1.47	ec_class
enz62843	2.5.1.55	ec_class
enz62844	2.5.1.48	ec_class
enz62845	2.5.1.34	ec_class
enz62847	2.5.1.31	ec_class
enz62848	2.5.1.5	ec_class
enz62849	2.7.1.44	ec_class
enz62850	2.5.1.58	ec_class
enz62851	2.4.2.28	ec_class
enz62852	2.5.1.9	ec_class
enz62853	2.5.1.7	ec_class
enz62854	2.4.2.26	ec_class
enz62855	2.5.1.30	ec_class
enz62856	2.6.1.54	ec_class
enz62857	2.4.1.65	ec_class
enz62858	2.4.2.17	ec_class
enz62862	2.4.3.2	ec_class
enz62863	6.3.4.21	ec_class
enz62864	2.4.1.173	ec_class
enz62865	2.4.2.25	ec_class
enz62867	2.4.2.27	ec_class
enz62868	2.4.2.20	ec_class
enz62869	2.4.1.223	ec_class
enz62870	2.4.1.202	ec_class
enz62871	2.4.1.196	ec_class
enz62872	2.4.1.177	ec_class
enz62873	2.3.1.146	ec_class
enz62875	2.5.1.57	ec_class
enz62876	2.5.1.49	ec_class
enz62877	2.4.1.7	ec_class
enz62878	2.4.1.20	ec_class
enz62879	2.5.1.32	ec_class
enz62880	2.5.1.18	ec_class
enz62882	2.4.3.4	ec_class
enz62883	2.4.2.30	ec_class
enz62884	2.4.2.22	ec_class
enz62885	2.4.2.19	ec_class
enz62886	2.4.2.6	ec_class
enz62887	2.5.1.53	ec_class
enz62888	2.5.1.46	ec_class
enz62889	2.5.1.45	ec_class
enz62890	2.4.2.31	ec_class
enz62891	2.4.1.198	ec_class
enz62892	2.4.1.147	ec_class
enz62893	2.4.1.203	ec_class
enz62894	2.4.2.7	ec_class
enz62895	2.5.1.19	ec_class
enz62896	2.4.1.144	ec_class
enz62897	2.4.1.206	ec_class
enz62898	2.4.1.201	ec_class
enz62899	2.4.1.199	ec_class
enz62900	2.4.1.186	ec_class
enz62901	2.4.1.183	ec_class
enz62902	2.4.1.182	ec_class
enz62903	2.4.1.67	ec_class
enz62904	2.4.1.82	ec_class
enz62905	2.4.1.102	ec_class
enz62906	2.4.1.146	ec_class
enz62907	2.4.1.148	ec_class
enz62909	2.4.2.40	ec_class
enz62910	2.4.1.122	ec_class
enz62911	2.4.1.109	ec_class
enz62912	2.4.1.174	ec_class
enz62913	2.4.1.175	ec_class
enz62914	2.4.2.9	ec_class
enz62915	2.4.1.179	ec_class
enz62916	2.4.2.8	ec_class
enz62917	2.5.1.24	ec_class
enz62918	2.5.1.23	ec_class
enz62919	2.5.1.50	ec_class
enz62920	2.5.1.28	ec_class
enz62921	2.5.1.51	ec_class
enz62922	2.5.1.52	ec_class
enz62923	2.5.1.25	ec_class
enz62924	2.5.1.41	ec_class
enz62925	2.5.1.42	ec_class
enz62926	2.4.2.4	ec_class
enz62927	2.3.3.9	ec_class
enz62928	2.4.2.3	ec_class
enz62929	2.4.1.155	ec_class
enz62930	2.4.1.150	ec_class
enz62931	2.4.1.131	ec_class
enz62932	2.4.1.149	ec_class
enz62933	2.5.1.60	ec_class
enz62934	2.4.1.123	ec_class
enz62937	2.3.1.135	ec_class
enz62938	2.4.1.14	ec_class
enz62939	2.4.2.18	ec_class
enz62940	2.4.1.137	ec_class
enz62941	2.5.1.10	ec_class
enz62942	2.5.1.1	ec_class
enz62943	2.5.1.20	ec_class
enz62944	2.5.1.29	ec_class
enz62945	2.4.3.7	ec_class
enz62946	2.4.3.9	ec_class
enz62947	3.4.24.80	ec_class
enz62948	3.4.22.16	ec_class
enz62949	3.4.22.47	ec_class
enz62950	3.4.22.49	ec_class
enz62951	3.4.22.50	ec_class
enz62952	3.4.22.51	ec_class
enz62953	3.4.23.45	ec_class
enz62954	3.4.23.46	ec_class
enz62955	3.4.23.48	ec_class
enz62956	3.4.24.78	ec_class
enz62957	3.4.24.79	ec_class
enz62958	3.1.1.78	ec_class
enz62959	3.4.24.82	ec_class
enz62960	3.4.24.83	ec_class
enz62961	3.4.24.84	ec_class
enz62962	3.4.24.86	ec_class
enz62963	3.5.3.22	ec_class
enz62964	3.5.4.29	ec_class
enz62965	4.2.3.20	ec_class
enz62966	4.4.1.19	ec_class
enz62967	5.4.4.1	ec_class
enz62968	6.3.3.4	ec_class
enz62969	2.5.1.6	ec_class
enz62971	1.1.1.276	ec_class
enz62972	1.1.1.278	ec_class
enz62973	1.1.1.279	ec_class
enz62974	1.1.1.280	ec_class
enz62975	1.1.1.47	ec_class
enz62976	1.1.1.85	ec_class
enz62977	1.1.1.86	ec_class
enz62978	1.1.5.2	ec_class
enz62980	1.13.12.16	ec_class
enz62981	1.13.11.33	ec_class
enz62982	1.13.11.38	ec_class
enz62983	1.14.11.21	ec_class
enz62985	1.14.14.53	ec_class
enz62986	1.14.13.82	ec_class
enz62987	1.14.16.6	ec_class
enz62988	1.14.17.4	ec_class
enz62989	1.14.18.2	ec_class
enz62991	1.17.7.4	ec_class
enz62992	1.17.7.1	ec_class
enz63000	1.1.1.275	ec_class
enz63003	1.20.4.1	ec_class
enz63004	1.20.99.1	ec_class
enz63007	1.3.1.75	ec_class
enz63008	1.3.3.10	ec_class
enz63010	1.7.2.8	ec_class
enz63011	1.8.98.1	ec_class
enz63012	1.21.99.4	ec_class
enz63015	2.7.8.19	ec_class
enz63016	2.1.1.28	ec_class
enz63018	2.1.1.39	ec_class
enz63019	2.1.1.57	ec_class
enz63020	2.1.1.86	ec_class
enz63022	2.2.1.8	ec_class
enz63023	2.3.1.113	ec_class
enz63025	2.3.1.132	ec_class
enz63028	2.4.1.103	ec_class
enz63029	2.4.1.118	ec_class
enz63030	2.4.1.126	ec_class
enz63031	2.4.1.141	ec_class
enz63032	2.4.1.152	ec_class
enz63034	2.4.1.178	ec_class
enz63035	2.4.1.229	ec_class
enz63038	2.4.1.38	ec_class
enz63039	2.4.1.86	ec_class
enz63040	2.4.1.97	ec_class
enz63041	2.4.2.16	ec_class
enz63042	2.4.2.2	ec_class
enz63043	2.4.2.32	ec_class
enz63044	2.4.2.5	ec_class
enz63045	2.4.3.8	ec_class
enz63046	2.5.1.15	ec_class
enz63047	2.5.1.16	ec_class
enz63048	2.5.1.3	ec_class
enz63050	2.5.1.43	ec_class
enz63051	2.5.1.54	ec_class
enz63052	2.5.1.62	ec_class
enz63054	2.6.1.1	ec_class
enz63056	2.6.1.15	ec_class
enz63057	2.6.1.16	ec_class
enz63058	2.6.1.23	ec_class
enz63059	2.6.1.24	ec_class
enz63060	2.6.1.26	ec_class
enz63061	2.6.1.27	ec_class
enz63062	2.6.1.28	ec_class
enz63063	2.6.1.29	ec_class
enz63064	2.6.1.3	ec_class
enz63065	2.6.1.30	ec_class
enz63066	2.6.1.31	ec_class
enz63067	2.6.1.32	ec_class
enz63068	2.6.1.33	ec_class
enz63069	2.6.1.34	ec_class
enz63070	2.6.1.35	ec_class
enz63071	2.6.1.38	ec_class
enz63072	2.6.1.39	ec_class
enz63073	2.6.1.4	ec_class
enz63074	2.6.1.42	ec_class
enz63075	2.6.1.43	ec_class
enz63076	2.6.1.44	ec_class
enz63077	2.6.1.46	ec_class
enz63078	2.6.1.48	ec_class
enz63079	2.6.1.5	ec_class
enz63080	2.6.1.50	ec_class
enz63081	2.6.1.51	ec_class
enz63082	2.6.1.52	ec_class
enz63083	2.6.1.56	ec_class
enz63084	2.6.1.6	ec_class
enz63085	2.6.1.64	ec_class
enz63086	2.6.1.66	ec_class
enz63087	2.6.1.67	ec_class
enz63089	2.6.1.70	ec_class
enz63090	2.6.1.71	ec_class
enz63091	2.6.1.74	ec_class
enz63092	2.6.1.75	ec_class
enz63093	2.6.1.77	ec_class
enz63094	2.6.3.1	ec_class
enz63095	2.6.99.1	ec_class
enz63096	2.7.1.1	ec_class
enz63097	2.7.1.100	ec_class
enz63098	2.7.1.101	ec_class
enz63099	2.7.1.102	ec_class
enz63100	2.7.1.103	ec_class
enz63101	2.7.99.1	ec_class
enz63102	2.7.1.105	ec_class
enz63103	2.7.1.106	ec_class
enz63104	2.7.1.107	ec_class
enz63105	2.7.1.108	ec_class
enz63107	2.7.1.11	ec_class
enz63109	2.7.1.113	ec_class
enz63110	2.7.1.114	ec_class
enz63111	2.7.11.4	ec_class
enz63112	2.7.11.5	ec_class
enz63113	2.7.11.18	ec_class
enz63114	2.7.1.118	ec_class
enz63115	2.7.1.119	ec_class
enz63116	2.7.1.12	ec_class
enz63117	2.7.11.17	ec_class
enz63118	2.7.1.121	ec_class
enz63119	2.7.1.122	ec_class
enz63120	2.7.11.6	ec_class
enz63121	2.7.11.14	ec_class
enz63122	2.7.1.127	ec_class
enz63123	2.7.11.27	ec_class
enz63124	2.7.11.7	ec_class
enz63125	2.7.1.13	ec_class
enz63126	2.7.1.130	ec_class
enz63127	2.7.11.29	ec_class
enz63128	2.7.11.28	ec_class
enz63129	2.7.1.134	ec_class
enz63131	2.7.1.136	ec_class
enz63132	2.7.1.137	ec_class
enz63133	2.7.1.138	ec_class
enz63134	2.7.1.140	ec_class
enz63135	2.7.11.23	ec_class
enz63136	2.7.1.142	ec_class
enz63137	2.7.1.144	ec_class
enz63138	2.7.1.15	ec_class
enz63141	2.7.1.16	ec_class
enz63142	2.7.1.19	ec_class
enz63143	2.7.1.2	ec_class
enz63144	2.7.1.20	ec_class
enz63145	2.7.1.21	ec_class
enz63146	2.7.1.22	ec_class
enz63147	2.7.1.23	ec_class
enz63148	2.7.1.25	ec_class
enz63149	2.7.1.26	ec_class
enz63150	2.7.1.27	ec_class
enz63151	2.7.1.28	ec_class
enz63152	2.7.1.29	ec_class
enz63153	2.7.1.3	ec_class
enz63154	2.7.1.30	ec_class
enz63155	2.7.1.31	ec_class
enz63156	2.7.1.32	ec_class
enz63157	2.7.1.33	ec_class
enz63158	2.7.1.35	ec_class
enz63159	2.7.1.36	ec_class
enz63160	2.7.1.39	ec_class
enz63161	2.7.1.4	ec_class
enz63162	2.7.1.40	ec_class
enz63163	2.7.1.41	ec_class
enz63164	2.7.1.46	ec_class
enz63165	2.7.1.47	ec_class
enz63166	2.7.1.48	ec_class
enz63167	2.7.1.49	ec_class
enz63168	2.7.1.5	ec_class
enz63169	2.7.1.50	ec_class
enz63170	2.7.1.52	ec_class
enz63171	2.7.1.56	ec_class
enz63172	2.7.1.58	ec_class
enz63173	2.7.1.59	ec_class
enz63174	2.7.1.6	ec_class
enz63175	2.7.1.60	ec_class
enz63176	2.7.1.63	ec_class
enz63177	2.7.1.66	ec_class
enz63178	2.7.1.67	ec_class
enz63179	2.7.1.68	ec_class
enz63181	2.7.1.7	ec_class
enz63182	2.7.1.71	ec_class
enz63183	2.7.1.72	ec_class
enz63184	2.7.1.73	ec_class
enz63185	2.7.1.74	ec_class
enz63186	2.7.1.76	ec_class
enz63187	2.7.1.77	ec_class
enz63188	2.7.1.78	ec_class
enz63189	2.7.1.8	ec_class
enz63190	2.7.1.80	ec_class
enz63191	2.7.1.81	ec_class
enz63192	2.7.1.82	ec_class
enz63193	2.7.1.84	ec_class
enz63194	2.7.1.85	ec_class
enz63195	2.7.1.86	ec_class
enz63196	2.7.1.87	ec_class
enz63197	2.7.1.88	ec_class
enz63198	2.7.1.89	ec_class
enz63199	2.7.1.90	ec_class
enz63200	2.7.1.92	ec_class
enz63201	2.7.1.93	ec_class
enz63202	2.7.1.94	ec_class
enz63203	2.7.11.2	ec_class
enz63204	2.7.2.1	ec_class
enz63205	2.7.2.11	ec_class
enz63206	2.7.2.12	ec_class
enz63208	2.7.2.14	ec_class
enz63209	2.7.2.2	ec_class
enz63210	2.7.2.3	ec_class
enz63211	2.7.2.4	ec_class
enz63212	2.7.2.6	ec_class
enz63213	2.7.2.7	ec_class
enz63214	2.7.2.8	ec_class
enz63215	2.7.3.1	ec_class
enz63216	2.7.3.10	ec_class
enz63217	2.7.3.2	ec_class
enz63218	2.7.3.3	ec_class
enz63219	2.7.3.4	ec_class
enz63220	2.7.3.5	ec_class
enz63221	2.7.3.6	ec_class
enz63222	2.7.3.7	ec_class
enz63223	2.7.3.8	ec_class
enz63224	2.7.3.9	ec_class
enz63225	2.7.4.10	ec_class
enz63226	2.7.4.12	ec_class
enz63227	2.7.4.13	ec_class
enz63228	2.7.4.16	ec_class
enz63229	2.7.4.17	ec_class
enz63230	2.7.4.19	ec_class
enz63231	2.7.4.20	ec_class
enz63232	2.7.4.21	ec_class
enz63233	2.7.4.3	ec_class
enz63234	2.7.4.4	ec_class
enz63235	2.7.4.6	ec_class
enz63236	2.7.4.8	ec_class
enz63237	2.7.6.1	ec_class
enz63238	2.7.6.2	ec_class
enz63239	2.7.6.3	ec_class
enz63240	2.7.6.5	ec_class
enz63241	2.7.7.1	ec_class
enz63242	2.7.7.10	ec_class
enz63243	2.7.7.11	ec_class
enz63244	2.7.7.12	ec_class
enz63245	2.7.7.13	ec_class
enz63246	2.7.7.14	ec_class
enz63247	2.7.7.15	ec_class
enz63248	2.7.7.18	ec_class
enz63249	2.7.7.19	ec_class
enz63250	2.7.7.2	ec_class
enz63252	2.7.7.22	ec_class
enz63253	2.7.7.23	ec_class
enz63254	2.7.7.24	ec_class
enz63256	2.7.7.27	ec_class
enz63259	2.7.7.3	ec_class
enz63260	2.7.7.31	ec_class
enz63261	2.7.7.32	ec_class
enz63262	2.7.7.33	ec_class
enz63263	2.7.7.34	ec_class
enz63264	2.7.7.35	ec_class
enz63265	2.7.7.36	ec_class
enz63266	2.7.7.37	ec_class
enz63267	2.7.7.4	ec_class
enz63268	2.7.7.41	ec_class
enz63269	2.7.7.42	ec_class
enz63270	2.7.7.45	ec_class
enz63271	2.7.7.47	ec_class
enz63272	2.7.7.48	ec_class
enz63273	2.7.7.49	ec_class
enz63274	2.7.7.5	ec_class
enz63275	2.7.7.50	ec_class
enz63276	2.7.7.51	ec_class
enz63277	2.7.7.52	ec_class
enz63278	2.7.7.53	ec_class
enz63281	2.7.7.56	ec_class
enz63282	2.7.7.57	ec_class
enz63283	6.2.1.71	ec_class
enz63284	2.7.7.59	ec_class
enz63285	2.7.7.6	ec_class
enz63286	2.7.7.7	ec_class
enz63287	2.7.7.8	ec_class
enz63288	2.7.7.9	ec_class
enz63289	2.7.8.10	ec_class
enz63290	2.7.8.18	ec_class
enz63291	2.1.1.150	ec_class
enz63292	2.7.8.22	ec_class
enz63293	2.7.8.23	ec_class
enz63294	2.7.8.4	ec_class
enz63295	2.7.8.8	ec_class
enz63296	2.7.8.9	ec_class
enz63297	2.8.1.4	ec_class
enz63299	2.8.2.10	ec_class
enz63300	2.8.2.13	ec_class
enz63301	2.8.2.19	ec_class
enz63302	2.8.2.24	ec_class
enz63303	2.8.2.6	ec_class
enz63304	2.8.3.10	ec_class
enz63305	2.8.3.13	ec_class
enz63306	2.8.3.14	ec_class
enz63307	2.8.3.9	ec_class
enz63309	3.1.1.57	ec_class
enz63310	3.1.1.60	ec_class
enz63311	3.1.1.65	ec_class
enz63312	3.1.1.66	ec_class
enz63313	3.1.1.68	ec_class
enz63314	3.1.1.70	ec_class
enz63315	3.1.2.16	ec_class
enz63316	3.1.2.17	ec_class
enz63317	3.1.3.52	ec_class
enz63318	3.1.3.54	ec_class
enz63319	3.1.3.55	ec_class
enz63323	3.4.11.16	ec_class
enz63324	3.4.11.23	ec_class
enz63339	3.4.22.48	ec_class
enz63340	3.4.22.52	ec_class
enz63341	3.4.22.53	ec_class
enz63342	3.4.23.47	ec_class
enz63343	3.4.24.81	ec_class
enz63344	3.4.24.85	ec_class
enz63346	3.1.1.54	ec_class
enz63352	7.6.2.10	ec_class
enz63353	3.6.5.1	ec_class
enz63354	3.6.5.2	ec_class
enz63355	3.6.5.3	ec_class
enz63356	3.6.5.4	ec_class
enz63357	3.6.5.5	ec_class
enz63358	3.6.5.6	ec_class
enz63363	4.1.1.79	ec_class
enz63364	4.1.3.38	ec_class
enz63366	4.2.3.9	ec_class
enz63368	2.6.1.85	ec_class
enz63370	6.6.1.1	ec_class
enz63371	1.14.13.83	ec_class
enz63372	1.1.1.281	ec_class
enz63374	1.3.1.76	ec_class
enz63375	2.7.8.5	ec_class
enz63376	2.8.2.25	ec_class
enz63377	2.8.2.27	ec_class
enz63378	2.7.8.2	ec_class
enz63379	2.7.8.1	ec_class
enz63380	2.8.2.26	ec_class
enz63381	2.6.1.40	ec_class
enz63382	2.1.1.152	ec_class
enz63386	2.1.1.151	ec_class
enz63388	2.7.1.156	ec_class
enz63389	2.7.7.62	ec_class
enz63390	2.7.8.20	ec_class
enz63391	2.7.8.26	ec_class
enz63392	3.1.3.73	ec_class
enz63393	3.5.2.17	ec_class
enz63394	4.2.2.16	ec_class
enz63395	4.2.1.27	ec_class
enz63397	4.1.1.81	ec_class
enz63398	4.2.2.17	ec_class
enz63399	4.2.2.18	ec_class
enz63401	4.3.1.9	ec_class
enz63402	4.4.1.20	ec_class
enz63403	4.99.1.3	ec_class
enz63404	4.99.1.4	ec_class
enz63405	5.3.3.13	ec_class
enz63406	6.3.5.10	ec_class
enz63407	6.3.1.10	ec_class
enz63408	6.3.5.9	ec_class
enz63409	6.6.1.2	ec_class
enz63410	1.17.1.5	ec_class
enz63412	1.1.1.282	ec_class
enz63413	1.1.1.87	ec_class
enz63415	1.1.99.29	ec_class
enz63416	1.1.99.30	ec_class
enz63418	1.13.12.13	ec_class
enz63419	1.14.13.84	ec_class
enz63420	1.17.1.4	ec_class
enz63422	1.17.3.2	ec_class
enz63423	1.17.3.3	ec_class
enz63424	1.17.5.1	ec_class
enz63426	1.2.7.5	ec_class
enz63427	1.2.7.6	ec_class
enz63428	1.2.7.7	ec_class
enz63429	1.2.7.8	ec_class
enz63430	1.2.99.7	ec_class
enz63431	1.21.3.6	ec_class
enz63432	1.3.1.25	ec_class
enz63436	1.5.1.26	ec_class
enz63437	1.7.2.1	ec_class
enz63438	1.21.99.3	ec_class
enz63439	1.97.1.9	ec_class
enz63440	2.8.2.9	ec_class
enz63441	2.3.1.112	ec_class
enz63442	2.3.1.168	ec_class
enz63443	2.3.1.169	ec_class
enz63444	2.4.1.143	ec_class
enz63446	2.4.1.195	ec_class
enz63447	2.4.1.230	ec_class
enz63448	2.4.1.231	ec_class
enz63449	2.4.1.232	ec_class
enz63450	2.4.2.29	ec_class
enz63452	2.6.1.11	ec_class
enz63454	2.7.11.31	ec_class
enz63455	2.7.11.3	ec_class
enz63456	2.7.11.15	ec_class
enz63457	2.7.1.143	ec_class
enz63458	2.7.1.154	ec_class
enz63459	2.7.4.24	ec_class
enz63460	2.7.1.17	ec_class
enz63461	2.7.1.24	ec_class
enz63462	2.7.1.34	ec_class
enz63465	2.7.1.79	ec_class
enz63466	2.7.1.95	ec_class
enz63467	2.7.2.10	ec_class
enz63468	2.7.4.1	ec_class
enz63469	2.7.4.11	ec_class
enz63470	2.7.4.14	ec_class
enz63471	2.7.4.15	ec_class
enz63472	2.7.4.18	ec_class
enz63473	2.7.4.2	ec_class
enz63474	2.7.4.7	ec_class
enz63475	2.7.4.9	ec_class
enz63476	2.7.6.4	ec_class
enz63477	2.7.7.28	ec_class
enz63479	2.7.7.30	ec_class
enz63480	2.7.7.38	ec_class
enz63481	2.7.7.39	ec_class
enz63482	2.7.7.40	ec_class
enz63483	2.7.7.43	ec_class
enz63484	2.7.7.44	ec_class
enz63485	2.7.7.46	ec_class
enz63486	2.7.8.11	ec_class
enz63487	2.7.8.12	ec_class
enz63488	2.7.8.13	ec_class
enz63489	2.7.8.14	ec_class
enz63490	2.7.8.15	ec_class
enz63491	2.7.8.17	ec_class
enz63492	2.7.8.21	ec_class
enz63493	2.7.8.3	ec_class
enz63494	2.7.8.6	ec_class
enz63495	2.7.8.7	ec_class
enz63496	2.7.9.1	ec_class
enz63497	2.7.9.2	ec_class
enz63498	2.7.9.3	ec_class
enz63499	2.8.1.1	ec_class
enz63500	2.8.1.2	ec_class
enz63501	2.8.1.3	ec_class
enz63502	2.8.1.5	ec_class
enz63503	2.8.1.6	ec_class
enz63504	2.8.1.7	ec_class
enz63505	2.8.2.1	ec_class
enz63506	2.8.2.11	ec_class
enz63507	2.8.2.14	ec_class
enz63508	2.8.2.15	ec_class
enz63509	2.8.2.16	ec_class
enz63510	2.8.2.17	ec_class
enz63511	2.8.2.18	ec_class
enz63512	2.8.2.2	ec_class
enz63513	2.8.2.20	ec_class
enz63514	2.8.2.21	ec_class
enz63515	2.8.2.22	ec_class
enz63516	2.8.2.23	ec_class
enz63517	2.8.2.28	ec_class
enz63518	2.8.2.3	ec_class
enz63519	2.8.2.4	ec_class
enz63520	2.8.2.5	ec_class
enz63521	2.8.2.7	ec_class
enz63522	2.8.2.8	ec_class
enz63523	2.1.1.141	ec_class
enz63524	2.8.3.1	ec_class
enz63525	2.8.3.11	ec_class
enz63526	2.8.3.12	ec_class
enz63527	2.8.3.16	ec_class
enz63528	2.8.3.2	ec_class
enz63529	2.8.3.3	ec_class
enz63530	2.8.3.5	ec_class
enz63531	2.8.3.6	ec_class
enz63533	2.8.3.8	ec_class
enz63534	3.4.23.B6	ec_class
enz63535	3.4.23.50	ec_class
enz63536	3.1.1.55	ec_class
enz63537	3.1.1.56	ec_class
enz63538	3.1.1.58	ec_class
enz63539	3.1.1.61	ec_class
enz63540	3.1.1.67	ec_class
enz63541	3.1.1.79	ec_class
enz63543	3.1.2.18	ec_class
enz63544	3.1.2.19	ec_class
enz63545	3.1.2.2	ec_class
enz63546	3.1.2.20	ec_class
enz63547	3.1.2.25	ec_class
enz63548	3.1.22.5	ec_class
enz63549	3.1.26.10	ec_class
enz63550	4.6.1.23	ec_class
enz63551	4.6.1.16	ec_class
enz63552	3.1.3.45	ec_class
enz63553	3.1.3.53	ec_class
enz63554	3.1.3.56	ec_class
enz63555	3.1.3.57	ec_class
enz63556	3.1.3.58	ec_class
enz63557	3.1.3.59	ec_class
enz63558	3.1.3.60	ec_class
enz63559	3.1.3.62	ec_class
enz63560	3.1.3.63	ec_class
enz63561	3.1.3.64	ec_class
enz63562	3.1.3.66	ec_class
enz63563	3.1.4.46	ec_class
enz63564	3.1.4.48	ec_class
enz63565	3.1.4.49	ec_class
enz63566	3.1.4.50	ec_class
enz63567	3.1.4.51	ec_class
enz63568	3.1.6.17	ec_class
enz63569	3.1.6.18	ec_class
enz63570	3.1.8.1	ec_class
enz63571	3.1.8.2	ec_class
enz63572	3.2.1.111	ec_class
enz63573	3.2.1.112	ec_class
enz63574	3.2.1.113	ec_class
enz63575	3.2.1.114	ec_class
enz63576	3.2.1.115	ec_class
enz63577	3.2.1.116	ec_class
enz63578	3.2.1.117	ec_class
enz63579	3.2.1.118	ec_class
enz63580	3.2.1.119	ec_class
enz63581	3.2.1.120	ec_class
enz63582	3.2.1.121	ec_class
enz63583	3.2.1.122	ec_class
enz63584	3.2.1.123	ec_class
enz63585	3.2.1.124	ec_class
enz63586	3.2.1.125	ec_class
enz63587	3.2.1.127	ec_class
enz63588	3.2.1.128	ec_class
enz63589	3.2.1.129	ec_class
enz63590	3.2.1.130	ec_class
enz63591	3.2.1.131	ec_class
enz63592	3.2.1.132	ec_class
enz63593	3.2.1.133	ec_class
enz63594	4.2.1.179	ec_class
enz63595	3.2.1.135	ec_class
enz63596	3.2.1.136	ec_class
enz63597	3.2.1.137	ec_class
